English,Spanish
"She further welcomed UNHCR's collaboration with UNDP in Central America and hoped that returning Angolans would benefit from the Special Relief Programme in Angola.
","Aprueba asimismo la colaboración del ACNUR con el PNUD en América Central y confía en que los repatriados angoleños se beneficiarán del Programa especial de socorro a Angola.
"
"73. Mr. MORLAND (United Kingdom), speaking on behalf of the European Community and its member States, said that, in 1992, UNHCR had had to take on a particularly heavy workload, especially in Europe and Africa, in addition to the many critical situations it was already having to face all over the world.
","73. El Sr. MORLAND (Reino Unido), hablando en nombre de la Comunidad Europea y de sus Estados miembros, dice que 1992 ha sido un año especialmente duro para la Oficina del Alto Comisionado, sobre todo en Europa y Africa, para no hablar de las situaciones críticas a que ya debe hacer frente en todo el mundo.
"
"In Europe, in the former Yugoslav Republics, more than 2.5 million people had been forced to leave their homes as a result of conflicts and deliberate persecution in the name of ""ethnic cleansing"", a practice unreservedly condemned by the Community and its member States.
","Así, en Europa, en las repúblicas que constituían la antigua Yugoslavia, más de 2,5 millones de personas han debido abandonar sus hogares, víctimas de los conflictos y de persecuciones deliberadas en nombre de una ""limpieza étnica"" que la Comunidad y sus Estados miembros han condenado sin reservas.
"
"He welcomed the appointment of UNHCR as the lead agency in that humanitarian crisis and also paid tribute to the role of UNPROFOR in delivering humanitarian aid under difficult circumstances.
","El orador aplaude la designación del ACNUR como principal organismo de intervención en esta crisis humanitaria y rinde también homenaje al papel que ha desempeñado la UNPROFOR en la tarea de transportar la ayuda humanitaria en circunstancias difíciles.
"
"The Community and its member States, which had made substantial cash and food contributions, had also participated in the airlift to Sarajevo, provided logistical support and helped UNHCR and local authorities prepare winter shelter.
","La Comunidad y sus Estados miembros, que han aportado importantes contribuciones en efectivo y en víveres, han participado también en el puente aéreo de Sarajevo, han proporcionado apoyo logístico y ayudan a la Oficina del Alto Comisionado y a las colectividades locales a preparar albergues para el invierno.
"
"However, he remained convinced that the best way of helping the majority of victims was by delivering relief to their homes or at least as near as possible to their place of origin.
","Sin embargo, el orador está convencido de que la mejor forma de ayudar a la mayoría de las víctimas consiste en entregar el socorro en sus propios hogares o lo más cerca posible de su lugar de origen.
"
"74. Africa, with almost one third of the world's total number of refugees, was facing problems on an unprecedented scale.
","74. Con casi un tercio del número total de refugiados en el mundo, Africa se enfrenta a problemas de una amplitud sin precedentes.
"
"Clearly, the tragic events that were occurring in the Horn of Africa were beyond the scope of any one agency.
","Está claro que los trágicos sucesos que se desarrollan en el Cuerno de Africa superan las capacidades de cualquier organismo.
"
"In addition to the active role played by ICRC, he therefore welcomed the coordination of the activities of United Nations agencies and non-governmental organizations working under the umbrella of the Department of Humanitarian Affairs.
","Además del papel activo del CICR, la Comunidad se felicita por la coordinación existente entre las actividades de los organismos de las Naciones Unidas y de las organizaciones no gubernamentales, que actúan bajo la égida del Departamento de Asuntos Humanitarios.
"
"The Community and its member States had already responded swiftly and generously to United Nations humanitarian programmes in Africa, a continent which was also suffering from a disastrous drought, and they would continue to do so.
","La Comunidad y sus Estados miembros ya han dado -y seguirán dando- una respuesta diligente y generosa a los programas humanitarios de las Naciones Unidas en Africa, continente que sufre además de una sequía catastrófica.
"
"75. Despite those and other emergencies to which it had had to respond, UNHCR had nevertheless been able to record some progress in its voluntary repatriation programmes.
","75. A pesar de estas situaciones de emergencia y de otras que han exigido su intervención, la Oficina del Alto Comisionado puede hacer alarde de ciertos progresos en sus programas de repatriación voluntaria.
"
